,max_depth,learn_rate,accuracy
748,15.0,0.9796122448979592,64.0
749,15.0,1.0,43.0
750,16.0,0.001,48.0
751,16.0,0.0213877551020408,52.0
752,16.0,0.0417755102040816,60.0
753,16.0,0.0621632653061224,86.0
754,16.0,0.0825510204081632,83.0
755,16.0,0.102938775510204,56.0
756,16.0,0.1233265306122449,87.0
757,16.0,0.1437142857142857,84.0
758,16.0,0.1641020408163265,66.0
759,16.0,0.1844897959183673,89.0
760,16.0,0.2048775510204081,56.0
761,16.0,0.225265306122449,49.0
762,16.0,0.2456530612244898,66.0
763,16.0,0.2660408163265306,53.0
764,16.0,0.2864285714285714,42.0
765,16.0,0.3068163265306122,45.0
766,16.0,0.3272040816326531,42.0
767,16.0,0.3475918367346939,68.0
768,16.0,0.3679795918367347,58.0
769,16.0,0.3883673469387755,56.0
770,16.0,0.4087551020408163,54.0
771,16.0,0.4291428571428571,54.0
772,16.0,0.449530612244898,71.0
773,16.0,0.4699183673469388,64.0
774,16.0,0.4903061224489796,53.0
775,16.0,0.5106938775510205,37.0
776,16.0,0.5310816326530613,36.0
777,16.0,0.551469387755102,40.0
778,16.0,0.5718571428571428,55.0
779,16.0,0.5922448979591837,46.0
780,16.0,0.6126326530612245,77.0
781,16.0,0.6330204081632653,37.0
782,16.0,0.6534081632653062,38.0
783,16.0,0.673795918367347,58.0
784,16.0,0.6941836734693878,47.0
785,16.0,0.7145714285714286,55.0
786,16.0,0.7349591836734695,40.0
787,16.0,0.7553469387755103,72.0
788,16.0,0.775734693877551,73.0
789,16.0,0.7961224489795918,65.0
790,16.0,0.8165102040816327,44.0
791,16.0,0.8368979591836735,69.0
792,16.0,0.8572857142857143,70.0
793,16.0,0.8776734693877551,57.0
794,16.0,0.898061224489796,59.0
795,16.0,0.9184489795918368,52.0
796,16.0,0.9388367346938776,45.0
797,16.0,0.9592244897959183,65.0
798,16.0,0.9796122448979592,58.0
799,16.0,1.0,67.0
800,17.0,0.001,65.0
801,17.0,0.0213877551020408,69.0
802,17.0,0.0417755102040816,57.0
803,17.0,0.0621632653061224,72.0
804,17.0,0.0825510204081632,71.0
805,17.0,0.102938775510204,52.0
806,17.0,0.1233265306122449,80.0
807,17.0,0.1437142857142857,85.0
808,17.0,0.1641020408163265,63.0
809,17.0,0.1844897959183673,69.0
810,17.0,0.2048775510204081,77.0
811,17.0,0.225265306122449,71.0
812,17.0,0.2456530612244898,76.0
813,17.0,0.2660408163265306,73.0
814,17.0,0.2864285714285714,69.0
815,17.0,0.3068163265306122,52.0
816,17.0,0.3272040816326531,72.0
817,17.0,0.3475918367346939,60.0
818,17.0,0.3679795918367347,73.0
819,17.0,0.3883673469387755,47.0
820,17.0,0.4087551020408163,58.0
821,17.0,0.4291428571428571,77.0
822,17.0,0.449530612244898,57.0
823,17.0,0.4699183673469388,56.0
824,17.0,0.4903061224489796,62.0
825,17.0,0.5106938775510205,66.0
826,17.0,0.5310816326530613,41.0
827,17.0,0.551469387755102,62.0
828,17.0,0.5718571428571428,75.0
829,17.0,0.5922448979591837,69.0
830,17.0,0.6126326530612245,47.0
831,17.0,0.6330204081632653,42.0
832,17.0,0.6534081632653062,45.0
833,17.0,0.673795918367347,52.0
834,17.0,0.6941836734693878,61.0
835,17.0,0.7145714285714286,56.0
836,17.0,0.7349591836734695,63.0
837,17.0,0.7553469387755103,37.0
838,17.0,0.775734693877551,36.0
839,17.0,0.7961224489795918,71.0
840,17.0,0.8165102040816327,61.0
841,17.0,0.8368979591836735,64.0
842,17.0,0.8572857142857143,56.0
843,17.0,0.8776734693877551,46.0
844,17.0,0.898061224489796,75.0
845,17.0,0.9184489795918368,46.0
846,17.0,0.9388367346938776,71.0
847,17.0,0.9592244897959183,74.0
848,17.0,0.9796122448979592,75.0
849,17.0,1.0,70.0
850,18.0,0.001,86.0
851,18.0,0.0213877551020408,73.0
852,18.0,0.0417755102040816,81.0
853,18.0,0.0621632653061224,86.0
854,18.0,0.0825510204081632,68.0
855,18.0,0.102938775510204,69.0
856,18.0,0.1233265306122449,81.0
857,18.0,0.1437142857142857,74.0
858,18.0,0.1641020408163265,56.0
859,18.0,0.1844897959183673,87.0
860,18.0,0.2048775510204081,36.0
861,18.0,0.225265306122449,60.0
862,18.0,0.2456530612244898,75.0
863,18.0,0.2660408163265306,77.0
864,18.0,0.2864285714285714,60.0
865,18.0,0.3068163265306122,74.0
866,18.0,0.3272040816326531,70.0
867,18.0,0.3475918367346939,38.0
868,18.0,0.3679795918367347,72.0
869,18.0,0.3883673469387755,65.0
870,18.0,0.4087551020408163,73.0
871,18.0,0.4291428571428571,69.0
872,18.0,0.449530612244898,47.0
873,18.0,0.4699183673469388,54.0
874,18.0,0.4903061224489796,72.0
875,18.0,0.5106938775510205,52.0
876,18.0,0.5310816326530613,45.0
877,18.0,0.551469387755102,47.0
878,18.0,0.5718571428571428,51.0
879,18.0,0.5922448979591837,59.0
880,18.0,0.6126326530612245,54.0
881,18.0,0.6330204081632653,43.0
882,18.0,0.6534081632653062,66.0
883,18.0,0.673795918367347,56.0
884,18.0,0.6941836734693878,52.0
885,18.0,0.7145714285714286,58.0
886,18.0,0.7349591836734695,72.0
887,18.0,0.7553469387755103,51.0
888,18.0,0.775734693877551,41.0
889,18.0,0.7961224489795918,43.0
890,18.0,0.8165102040816327,60.0
891,18.0,0.8368979591836735,53.0
892,18.0,0.8572857142857143,60.0
893,18.0,0.8776734693877551,47.0
894,18.0,0.898061224489796,50.0
895,18.0,0.9184489795918368,61.0
896,18.0,0.9388367346938776,76.0
897,18.0,0.9592244897959183,61.0
898,18.0,0.9796122448979592,67.0
899,18.0,1.0,45.0
900,19.0,0.001,63.0
901,19.0,0.0213877551020408,71.0
902,19.0,0.0417755102040816,73.0
903,19.0,0.0621632653061224,59.0
904,19.0,0.0825510204081632,66.0
905,19.0,0.102938775510204,54.0
906,19.0,0.1233265306122449,56.0
907,19.0,0.1437142857142857,74.0
908,19.0,0.1641020408163265,70.0
909,19.0,0.1844897959183673,88.0
910,19.0,0.2048775510204081,53.0
911,19.0,0.225265306122449,77.0
912,19.0,0.2456530612244898,74.0
913,19.0,0.2660408163265306,52.0
914,19.0,0.2864285714285714,49.0
915,19.0,0.3068163265306122,66.0
916,19.0,0.3272040816326531,59.0
917,19.0,0.3475918367346939,70.0
918,19.0,0.3679795918367347,69.0
919,19.0,0.3883673469387755,38.0
920,19.0,0.4087551020408163,72.0
921,19.0,0.4291428571428571,75.0
922,19.0,0.449530612244898,61.0
923,19.0,0.4699183673469388,58.0
924,19.0,0.4903061224489796,74.0
925,19.0,0.5106938775510205,50.0
926,19.0,0.5310816326530613,39.0
927,19.0,0.551469387755102,64.0
928,19.0,0.5718571428571428,57.0
929,19.0,0.5922448979591837,60.0
930,19.0,0.6126326530612245,48.0
931,19.0,0.6330204081632653,53.0
932,19.0,0.6534081632653062,68.0
933,19.0,0.673795918367347,51.0
934,19.0,0.6941836734693878,77.0
935,19.0,0.7145714285714286,37.0
936,19.0,0.7349591836734695,70.0
937,19.0,0.7553469387755103,77.0
938,19.0,0.775734693877551,69.0
939,19.0,0.7961224489795918,65.0
940,19.0,0.8165102040816327,48.0
941,19.0,0.8368979591836735,48.0
942,19.0,0.8572857142857143,53.0
943,19.0,0.8776734693877551,67.0
944,19.0,0.898061224489796,67.0
945,19.0,0.9184489795918368,70.0
946,19.0,0.9388367346938776,74.0
947,19.0,0.9592244897959183,64.0
948,19.0,0.9796122448979592,64.0
949,19.0,1.0,51.0
950,20.0,0.001,62.0
951,20.0,0.0213877551020408,75.0
952,20.0,0.0417755102040816,52.0
953,20.0,0.0621632653061224,77.0
954,20.0,0.0825510204081632,54.0
955,20.0,0.102938775510204,66.0
956,20.0,0.1233265306122449,52.0
957,20.0,0.1437142857142857,84.0
958,20.0,0.1641020408163265,52.0
959,20.0,0.1844897959183673,62.0
960,20.0,0.2048775510204081,50.0
961,20.0,0.225265306122449,59.0
962,20.0,0.2456530612244898,39.0
963,20.0,0.2660408163265306,47.0
964,20.0,0.2864285714285714,72.0
965,20.0,0.3068163265306122,72.0
966,20.0,0.3272040816326531,41.0
967,20.0,0.3475918367346939,74.0
968,20.0,0.3679795918367347,59.0
969,20.0,0.3883673469387755,46.0
970,20.0,0.4087551020408163,48.0
971,20.0,0.4291428571428571,69.0
972,20.0,0.449530612244898,60.0
973,20.0,0.4699183673469388,42.0
974,20.0,0.4903061224489796,39.0
975,20.0,0.5106938775510205,43.0
976,20.0,0.5310816326530613,55.0
977,20.0,0.551469387755102,64.0
978,20.0,0.5718571428571428,45.0
979,20.0,0.5922448979591837,69.0
980,20.0,0.6126326530612245,61.0
981,20.0,0.6330204081632653,76.0
982,20.0,0.6534081632653062,38.0
983,20.0,0.673795918367347,41.0
984,20.0,0.6941836734693878,40.0
985,20.0,0.7145714285714286,40.0
986,20.0,0.7349591836734695,58.0
987,20.0,0.7553469387755103,44.0
988,20.0,0.775734693877551,70.0
989,20.0,0.7961224489795918,55.0
990,20.0,0.8165102040816327,77.0
991,20.0,0.8368979591836735,70.0
992,20.0,0.8572857142857143,53.0
993,20.0,0.8776734693877551,52.0
994,20.0,0.898061224489796,59.0
995,20.0,0.9184489795918368,38.0
996,20.0,0.9388367346938776,67.0
997,20.0,0.9592244897959183,70.0
998,20.0,0.9796122448979592,73.0
999,20.0,1.0,48.0
